Compound Name,PubChem ID,Molecular Weight (g/mol),H-Donors,H-Acceptors,LogP,Drug Possibility,Lipinski Violations,Number of Atoms,Molecular Formula,Number of Bonds,Number of Rings,Topological Polar Surface Area,Rotatable Bonds,Number of Heavy Atoms,Number of Aromatic Rings,Number of Saturated Rings,Number of Aliphatic Rings,Number of Bridge Head Atoms,Percent of sp^3 Hybridization,Surface Area,Max Partial Charge,Hall Kier Alpha
2-amino-5-(carbamoylamino)pentanoic acid,833,175.188,4,3,-1.1532,True,None,12,C6H13N3O3,11,0,118.43999999999998,5,12,0,0,0,0,0.6666666666666666,69.91088313,0.48008644,-1.3
2-amino-4-(2-amino-2-carboxyethyl)sulfanylbutanoic acid,834,222.266,4,5,-1.0665,True,None,14,C7H14N2O4S,13,0,126.63999999999999,7,14,0,0,0,0,0.7142857142857143,85.64330684,0.48008607,-0.79
"5-(1,2-dihydroxyethyl)oxolane-2,3,4-trione",835,174.108,2,6,-2.5968,True,None,12,C6H6O6,12,1,100.9,2,12,0,1,1,0,0.5,66.74470948,0.44481438,-1.27
"2-amino-3-(3,4-dihydroxyphenyl)propanoic acid",836,197.19,4,4,0.0522,True,None,14,C9H11NO4,14,1,103.78,3,14,1,0,0,0,0.2222222222222222,80.41034352,0.50425989,-1.75
"5,6-dioxo-2,4-dihydro-1H-indole-2-carboxylic acid",837,193.158,2,4,-0.605,True,None,14,C9H7NO4,15,2,83.47,1,14,0,0,2,0,0.2222222222222222,79.09658181,0.4794749,-1.91
"4-[1-hydroxy-2-(methylamino)ethyl]benzene-1,2-diol",838,183.207,4,4,0.3506,True,None,13,C9H13NO3,13,1,72.72,3,13,1,0,0,0,0.3333333333333333,76.4587929,0.50425988,-1.26
2-amino-4-hydroxypentanedioic acid,839,163.129,4,4,-1.7661,True,None,11,C5H9NO5,10,0,120.85,4,11,0,0,0,0,0.6,62.24465564,0.48008503,-1.14
"6-methyloxane-2,3,4,5-tetrol",840,164.157,4,5,-2.1938,True,None,11,C6H12O5,11,1,90.15,0,11,0,1,1,0,1.0,63.84861068,0.38760603,-0.2
"1,3,4,5-tetrahydroxyhexan-2-one",841,164.157,4,5,-2.3496,True,None,11,C6H12O5,10,0,97.99000000000001,4,11,0,0,0,0,0.8333333333333334,63.90241871,0.390603,-0.49
2-amino-5-[(1-carboxy-2-sulfanylethyl)amino]-5-oxopentanoic acid,842,250.276,5,5,-1.3223,True,None,16,C8H14N2O5S,15,0,129.72,7,16,0,0,0,0,0.625,97.41169918,0.48008629,-1.28
2-amino-5-oxo-5-phosphonooxypentanoic acid,843,227.109,4,5,-1.1856,True,None,14,C5H10NO7P,13,0,147.15,5,14,0,0,0,0,0.6,78.90781154,0.52648877,-0.95
2-amino-5-oxopentanoic acid,844,131.131,2,3,-0.6226,True,None,9,C5H9NO3,8,0,80.38999999999999,4,9,0,0,0,0,0.6,52.65618813,0.48008629,-0.9
[2-amino-3-(1H-imidazol-5-yl)propyl] dihydrogen phosphate,845,221.153,4,4,-0.6112,True,None,14,C6H12N3O4P,14,1,121.46,5,14,1,0,0,0,0.5,80.54655197,0.46913228,-0.72
2-amino-4-(2-aminophenyl)-4-oxobutanoic acid,846,208.217,3,4,0.2535,True,None,15,C10H12N2O3,15,1,106.41,4,15,1,0,0,0,0.2,86.68823092,0.48007619,-1.88
2-amino-4-methylsulfinylbutanoic acid,847,165.214,2,3,-0.8331,True,None,10,C5H11NO3S,9,0,80.39,4,10,0,0,0,0,0.8,61.86892024,0.48008606,-0.42
"2,4-dihydroxy-3,3-dimethylbutanoic acid",848,148.158,3,3,-0.5496,True,None,10,C6H12O4,9,0,77.76,3,10,0,0,0,0,0.8333333333333334,59.10818496,0.47931075,-0.61
piperidine-2-carboxylic acid,849,129.159,2,2,0.2131,True,None,9,C6H11NO2,9,1,49.33,1,9,0,1,1,0,0.8333333333333334,54.06374848,0.48008077,-0.57
"(2,3,5-trihydroxy-4-oxopentyl) dihydrogen phosphate",850,230.109,5,6,-2.6211,True,None,14,C5H11O8P,13,0,144.52,6,14,0,0,0,0,0.8,78.99486625,0.46917073,-0.34
2-amino-3-selanylpropanoic acid,851,168.054,2,2,-1.2826,True,None,7,C3H7NO2Se,6,0,63.31999999999999,2,7,0,0,0,0,0.6666666666666666,49.69995691,nan,-0.05051948
2-amino-3-methylbutanedioic acid,852,147.13,3,3,-0.881,True,None,10,C5H9NO4,9,0,100.61999999999999,3,10,0,0,0,0,0.6,57.45042189,0.48097878,-1.1
"2-amino-3-[4-(4-hydroxy-3,5-diiodophenoxy)-3,5-diiodophenyl]propanoic acid",853,776.872,3,4,4.5573,False,Molecular Weight (g/mol) > 500),24,C15H11I4NO4,25,2,92.78,5,24,2,0,0,0,0.13333333333333333,192.83410168,0.50572519,0.39
"2,3,4,5-tetrahydroxypentanal",854,150.13,4,5,-2.7397,True,None,10,C5H10O5,9,0,97.99000000000001,4,10,0,0,0,0,0.8,57.53747659,0.39357889,-0.49
2-hydroxypropanal,855,74.079,1,2,-0.4339,True,None,5,C3H6O2,4,0,37.3,1,5,0,0,0,0,0.6666666666666666,30.42489111,0.38593397,-0.37
"4,4,10,13,14-pentamethyl-17-(6-methylhept-5-en-2-yl)-2,3,5,6,7,11,12,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-3-ol",856,426.729,1,1,8.4791,False,Octanol-water partition coefficient (LogP) > 5),31,C30H50O,34,4,20.23,4,31,0,2,4,0,0.8666666666666667,192.71427542,0.3925616,-0.56
2-amino-4-methylpentanoic acid,857,131.175,2,2,0.4444,True,None,9,C6H13NO2,8,0,63.31999999999999,3,9,0,0,0,0,0.8333333333333334,54.85960815,0.48008632,-0.57
"4-[3-(3-cyclohepta-2,5-dien-1-ylideneprop-1-enyl)oxiran-2-yl]butanal",858,244.334,0,2,3.5118,True,None,18,C16H20O2,19,2,29.6,6,18,0,1,2,0,0.4375,108.71837564,0.36515018,-1.41
"6-[2-[(4-amino-4-carboxybutanoyl)amino]-3-oxo-3-(2-oxopropylamino)propyl]sulfanyl-5-hydroxyicosa-7,9,11,14-tetraenoic acid",859,623.813,6,8,3.2813,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5),43,C31H49N3O8S,42,0,196.11999999999998,25,43,0,0,0,0,0.5806451612903226,258.68213918,0.48123038,-3.22
"octadeca-9,12,15-trienoic acid",860,278.436,1,1,5.6605,False,Octanol-water partition coefficient (LogP) > 5),20,C18H30O2,19,0,37.3,13,20,0,0,0,0,0.6111111111111112,123.83021373,0.48123039,-1.31
"2-amino-3-[4-(4-hydroxy-3-iodophenoxy)-3,5-diiodophenyl]propanoic acid",861,650.976,3,4,3.9527,False,Molecular Weight (g/mol) > 500),23,C15H12I3NO4,24,2,92.78,5,23,2,0,0,0,0.13333333333333333,173.57226356,0.50684535,-0.34
[3-hydroxy-2-[[6-(hydroxymethyl)-3-(3-hydroxytetradecanoylamino)-4-(3-hydroxytetradecanoyloxy)-5-phosphonooxyoxan-2-yl]oxymethyl]-5-(3-hydroxytetradecanoylamino)-6-phosphonooxyoxan-4-yl] 3-hydroxytetradecanoate,862,1405.727,12,19,10.874,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10); Octanol-water partition coefficient (LogP) > 5),95,C68H130N2O23P2,96,2,393.39,60,95,0,2,2,0,0.9411764705882353,567.76089863,0.47150262,-2.26
5-(dithiolan-3-yl)pentanamide,863,205.348,1,3,2.1858,True,None,12,C8H15NOS2,12,1,43.09,5,12,0,1,1,0,0.875,81.43560961,0.36967998,0.17
5-(dithiolan-3-yl)pentanoic acid,864,206.332,1,3,2.7851,True,None,12,C8H14O2S2,12,1,37.3,5,12,0,1,1,0,0.875,80.88995266,0.48123039,0.17
"2,6-diaminoheptanedioic acid",865,190.199,4,4,-1.0195,True,None,13,C7H14N2O4,12,0,126.63999999999999,6,13,0,0,0,0,0.7142857142857143,75.52019681,0.48008645,-1.14
"2,6-diaminohexanoic acid",866,146.19,3,3,-0.4727,True,None,10,C6H14N2O2,9,0,89.34,5,10,0,0,0,0,0.8333333333333334,60.19949885,0.48008645,-0.61
propanedioic acid,867,104.061,2,2,-0.4543,True,None,7,C3H4O4,6,0,74.6,2,7,0,0,0,0,0.3333333333333333,39.38064696,0.48080591,-1.06
3-oxopropanoic acid,868,88.062,1,2,-0.34,True,None,6,C3H4O3,5,0,54.370000000000005,2,6,0,0,0,0,0.3333333333333333,34.58641321,0.48091551,-0.86
"3-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-3-oxopropanoic acid",869,853.587,10,20,-1.8606,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),54,C24H38N7O19P3S,56,3,400.92999999999995,21,54,2,1,1,0,0.625,308.10422045,0.48088328,-2.97
"2-[6-[4,5-dihydroxy-2-(hydroxymethyl)-6-[4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxan-3-yl]oxy-4,5-dihydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",870,666.579,14,21,-9.7488,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),45,C24H42O21,48,4,347.83000000000004,10,45,0,4,4,0,1.0,254.02368418,0.39356652,-0.84
"2-[4,5-dihydroxy-2-(hydroxymethyl)-6-[4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",871,504.438,11,16,-7.573,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),34,C18H32O16,36,3,268.67999999999995,7,34,0,3,3,0,1.0,192.23007093,0.39356652,-0.64
"6-[[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxane-2,3,4,5-tetrol",872,342.297,8,11,-5.3972,False,Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),23,C12H22O11,24,2,189.52999999999997,4,23,0,2,2,0,1.0,130.43645769,0.39356652,-0.44
3-(2-hydroxyphenyl)propanoic acid,873,166.176,2,2,1.4094,True,None,12,C9H10O3,12,1,57.53,3,12,1,0,0,0,0.2222222222222222,70.27621907,0.50767589,-1.51
2-methylbut-2-enedioic acid,874,130.099,2,2,0.1019,True,None,9,C5H6O4,8,0,74.6,2,9,0,0,0,0,0.2,51.42092816,0.47806362,-1.32
"2,3-dihydroxybutanedioic acid",875,150.086,4,4,-2.1226,True,None,10,C4H6O6,9,0,115.06,3,10,0,0,0,0,0.5,55.33405658,0.47923965,-1.14
2-amino-4-methylsulfanylbutanoic acid,876,149.215,2,3,0.1514,True,None,9,C5H11NO2S,8,0,63.31999999999999,4,9,0,0,0,0,0.8,58.61777606,0.48008607,-0.22
"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 2-methylprop-2-enethioate",877,835.616,9,19,-0.7592,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),53,C25H40N7O17P3S,55,3,363.63000000000005,20,53,2,1,1,0,0.6,304.82380368,0.4807077,-2.7
methanethiol,878,48.11,1,1,0.546,True,None,2,CH4S,1,0,0.0,0,2,0,0,0,0,1.0,19.89431769,0.18280376,0.35
"7-[[4-[[4-[2-[4-[[5-(aminomethyl)furan-3-yl]methoxy]phenyl]ethylamino]-1-carboxy-4-oxobutyl]amino]-1-carboxy-4-oxobutyl]amino]-7-oxoheptane-1,3,4-tricarboxylic acid",879,748.739,9,11,0.7218,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),53,C34H44N4O15,54,2,322.18999999999994,26,53,2,0,0,0,0.47058823529411764,302.40780537,0.48879383,-5.98
2-oxopropanal,880,72.063,0,2,-0.2257,True,None,5,C3H4O2,4,0,34.14,1,5,0,0,0,0,0.3333333333333333,29.79217946,0.29462385,-0.66
carbanide,881,15.035,0,0,0.45029,True,None,1,CH3-,0,0,0.0,0,1,0,0,0,0,0.0,8.73925103,0.35814545,0.0
"[5-[5-[4-[1-(2-amino-5,7-dimethyl-4-oxo-1,6,7,8-tetrahydropteridin-6-yl)ethylamino]phenyl]-2,3,4-trihydroxypentoxy]-3,4-dihydroxyoxolan-2-yl]methyl 1,3-dicarboxypropyl phosphate",882,789.709,11,19,-2.6204,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),54,C31H46N6O16P-,57,4,351.87000000000006,19,54,2,1,2,0,0.6129032258064516,307.62159203,0.75610298,-3.93
"2-[[5-[5-[4-[1-(2-amino-5,7-dimethyl-4-oxo-1,6,7,8-tetrahydropteridin-6-yl)ethylamino]phenyl]-2,3,4-trihydroxypentoxy]-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxypentanedioic acid",883,790.717,12,18,-1.9884,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),54,C31H47N6O16P,57,4,349.04,19,54,2,1,2,0,0.6129032258064516,307.62159203,0.48122902,-3.93
"2-[[4-(3-amino-1-oxo-4,5,6,6a,7,9-hexahydroimidazo[1,5-f]pteridin-8-yl)benzoyl]amino]pentanedioic acid",884,457.447,6,9,-0.5219,False,Hydrogen bond donors > 5),33,C20H23N7O6,36,4,193.97999999999996,7,33,2,1,2,0,0.35,186.75939043,0.48122926,-4.29
"[5-[5-[4-(3-amino-6,7-dimethyl-1-oxo-4,5,6,6a,7,9-hexahydroimidazo[1,5-f]pteridin-8-yl)phenyl]-2,3,4-trihydroxypentoxy]-3,4-dihydroxyoxolan-2-yl]methyl 1,3-dicarboxypropyl phosphate",885,787.693,10,19,-2.8846,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),54,C31H44N6O16P-,58,5,343.08000000000004,17,54,2,2,3,0,0.6129032258064516,306.82573236,0.75610298,-3.93
"2-[[5-[5-[4-(3-amino-6,7-dimethyl-1-oxo-4,5,6,6a,7,9-hexahydroimidazo[1,5-f]pteridin-8-yl)phenyl]-2,3,4-trihydroxypentoxy]-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxypentanedioic acid",886,788.701,11,18,-2.2526,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),54,C31H45N6O16P,58,5,340.25,17,54,2,2,3,0,0.6129032258064516,306.82573236,0.48122902,-3.93
magnesium(2+),888,24.305,0,0,-0.3808,True,None,1,Mg+2,0,0,0.0,0,1,0,0,0,0,0.0,23.63837357,2.0,0.76623377
magnesium dihydride,889,26.321,0,0,-0.9162,True,None,1,H2Mg,0,0,0.0,0,1,0,0,0,0,0.0,23.63837357,0.31616635,0.76623377
"(2,3,4,5,6-pentaphosphonooxycyclohexyl) dihydrogen phosphate",890,660.03,12,12,-3.1326,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),36,C6H18O24P6,36,1,400.56000000000006,12,36,0,1,1,0,1.0,197.0678709,0.46953927,0.66
3-methoxycarbonylpent-2-enedioic acid,891,188.135,2,4,-0.3549,True,None,13,C7H8O6,12,0,100.90000000000002,4,13,0,0,0,0,0.2857142857142857,73.42587972,0.48098286,-1.85
"cyclohexane-1,2,3,4,5,6-hexol",892,180.156,6,6,-3.8346,False,Hydrogen bond donors > 5),12,C6H12O6,12,1,121.38000000000001,0,12,0,1,1,0,1.0,68.32353296,0.38749793,-0.24
2-methylsulfanylethanesulfonic acid,893,156.228,1,3,0.2372,True,None,8,C3H8O3S2,7,0,54.370000000000005,3,8,0,0,0,0,1.0,53.22088129,0.28551907,0.26
"2-[[3,4-dihydroxy-5-(phosphonooxymethyl)oxolan-2-yl]amino]benzoic acid",894,349.232,6,7,-0.6473,False,Hydrogen bond donors > 5),23,C12H16NO9P,24,2,165.78,6,23,1,1,1,0,0.4166666666666667,130.07447883,0.47758348,-1.52
6-(6-aminohexanoylamino)hexanoic acid,895,244.335,3,3,1.2667,True,None,17,C12H24N2O3,16,0,92.42,11,17,0,0,0,0,0.8333333333333334,102.76064512,0.48123039,-1.1
N-[2-(5-methoxy-1H-indol-3-yl)ethyl]acetamide,896,232.283,2,2,1.8551,True,None,17,C13H16N2O2,18,2,54.120000000000005,4,17,2,0,0,0,0.3076923076923077,99.97186816,0.49674297,-1.97
"N-[2-amino-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl]acetamide",897,220.225,5,6,-3.1112,True,None,15,C8H16N2O5,15,1,125.04,2,15,0,1,1,0,0.875,86.83553614,0.39356723,-0.73
"(5-acetamido-3,4,6-trihydroxyoxan-2-yl)methyl dihydrogen phosphate",898,301.188,6,7,-2.9606,False,Hydrogen bond donors > 5),19,C8H16NO9P,19,1,165.78,4,19,0,1,1,0,0.875,107.74726885,0.46917069,-0.58
"N-[2,4,5-trihydroxy-6-(hydroxymethyl)oxan-3-yl]acetamide",899,221.209,5,6,-3.0776,True,None,15,C8H15NO6,15,1,119.25000000000001,2,15,0,1,1,0,0.875,86.2898792,0.39356652,-0.73
"[3-acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl] dihydrogen phosphate",900,301.188,6,7,-2.9606,False,Hydrogen bond donors > 5),19,C8H16NO9P,19,1,165.78,4,19,0,1,1,0,0.875,107.74726885,0.47150185,-0.58
2-acetamido-5-oxo-5-phosphonooxypentanoic acid,901,269.146,4,5,-1.0082,True,None,17,C7H12NO8P,16,0,150.23,6,17,0,0,0,0,0.5714285714285714,96.00918936,0.52648877,-1.44
4-acetamido-2-aminobutanoic acid,902,160.173,3,3,-1.0755,True,None,11,C6H12N2O3,10,0,92.42,4,11,0,0,0,0,0.6666666666666666,64.57099243,0.48008559,-1.1
N-[2-(5-hydroxy-1H-indol-3-yl)ethyl]acetamide,903,218.256,3,2,1.5521,True,None,16,C12H14N2O2,17,2,65.12,3,16,2,0,0,0,0.25,93.28761457,0.50794139,-1.97
N-phenylacetamide,904,135.166,1,1,1.645,True,None,10,C8H9NO,10,1,29.1,1,10,1,0,0,0,0.125,59.87267163,0.32633909,-1.31
2-acetamido-5-oxopentanoic acid,905,173.168,2,3,-0.4452,True,None,12,C7H11NO4,11,0,83.47,5,12,0,0,0,0,0.5714285714285714,69.75756595,0.47971733,-1.39
"5-acetamido-2,4-dihydroxy-6-(1,2,3-trihydroxypropyl)oxane-2-carboxylic acid",906,309.271,7,8,-3.8718,False,Hydrogen bond donors > 5),21,C11H19NO9,21,1,176.77999999999997,5,21,0,1,1,0,0.8181818181818182,119.13469514,0.47726086,-1.3
2-acetamido-5-aminopentanoic acid,907,174.2,3,3,-0.6854,True,None,12,C7H14N2O3,11,0,92.42,5,12,0,0,0,0,0.7142857142857143,70.93593455,0.47971748,-1.1
2-(aminomethylideneamino)acetic acid,908,102.093,2,2,-0.942,True,None,7,C3H6N2O2,6,0,75.67999999999999,2,7,0,0,0,0,0.3333333333333333,40.66010429,0.4798671,-1.06
2-(aminomethylideneamino)pentanedioic acid,909,174.156,3,3,-0.7086,True,None,12,C6H10N2O4,11,0,112.97999999999999,5,12,0,0,0,0,0.5,68.71068649,0.48122925,-1.59
2-amino-4-(2-formamidophenyl)-4-oxobutanoic acid,910,236.227,3,4,0.2396,True,None,17,C11H12N2O4,17,1,109.49000000000001,6,17,1,0,0,0,0.18181818181818182,97.42466662,0.48007619,-2.21
2-formamido-4-methylsulfanylbutanoic acid,911,177.225,2,3,-0.0613,True,None,11,C6H11NO3S,10,0,66.4,6,11,0,0,0,0,0.6666666666666666,69.35421176,0.4797172,-0.71
2-(1H-imidazol-5-yl)-N-methylethanamine,912,125.175,2,2,0.1716,True,None,9,C6H11N3,9,1,40.71,3,9,1,0,0,0,0.5,54.50490005,0.34845826,-0.83
2-(methylamino)-1-phenylethanol,913,151.209,2,2,0.9394,True,None,11,C9H13NO,11,1,32.26,3,11,1,0,0,0,0.3333333333333333,66.8703254,0.38708386,-0.86
3-(1H-indol-3-yl)-2-(methylamino)propanoic acid,914,218.256,3,2,1.383,True,None,16,C12H14N2O2,17,2,65.12,4,16,2,0,0,0,0.25,93.28761457,0.48007213,-1.81
2-(3-carboxypropanoylamino)-6-oxoheptanedioic acid,915,289.24,4,5,-0.7554,True,None,20,C11H15NO8,19,0,158.07,10,20,0,0,0,0,0.5454545454545454,113.12884611,0.48121973,-2.45
N-[3-[4-(3-aminopropylamino)butylamino]propyl]acetamide,916,244.383,4,4,-0.1792,True,None,17,C12H28N4O,16,0,79.18,12,17,0,0,0,0,0.9166666666666666,104.90461363,0.35629793,-0.65
"1-methyl-2,3,6,7-tetrahydropurin-6-amine",917,153.189,3,4,-0.3182,True,None,11,C6H11N5,12,2,69.97,0,11,1,0,1,0,0.5,64.59879326,0.35564813,-1.07
2-(3-carboxypropanoylamino)pentanedioic acid,918,247.203,4,4,-0.7146,True,None,17,C9H13NO7,16,0,140.99999999999997,8,17,0,0,0,0,0.5555555555555556,96.23743978,0.48122926,-2.12
2-(3-carboxypropanoylamino)-5-hydroxypentanoic acid,919,233.22,4,4,-0.8069,True,None,16,C9H15NO6,15,0,123.93,8,16,0,0,0,0,0.6666666666666666,92.07591768,0.48121973,-1.63
5-amino-2-(3-carboxypropanoylamino)pentanoic acid,920,232.236,4,4,-0.8405,True,None,16,C9H16N2O5,15,0,129.72,8,16,0,0,0,0,0.6666666666666666,92.62157463,0.48121973,-1.63
"6-amino-1-methyl-1,3-diazinan-2-one",921,129.163,2,2,-0.6837,True,None,9,C5H11N3O,9,1,58.36,0,9,0,1,1,0,0.8,54.00429698,0.33782468,-0.77
2-amino-5-(methylamino)-5-oxopentanoic acid,922,160.173,3,3,-1.0755,True,None,11,C6H12N2O3,10,0,92.42,4,11,0,0,0,0,0.6666666666666666,64.57099243,0.48008629,-1.1
sodium(1+),923,22.99,0,0,-2.996,True,None,1,Na+,0,0,0.0,0,1,0,0,0,0,0.0,29.78187738,1.0,1.0
sodium hydride,924,23.998,0,0,-0.6485,True,None,1,HNa,0,0,0.0,0,1,0,0,0,0,0.0,29.78187738,nan,1.0
"[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [5-(3-carbamoylpyridin-1-ium-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl phosphate",925,663.43,7,18,-3.6479,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),44,C21H27N7O14P2,48,5,321.09,11,44,3,2,2,0,0.47619047619047616,245.95421163,0.75581138,-3.01
"[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [5-(3-carbamoylpyridin-1-ium-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl hydrogen phosphate",926,664.438,8,17,-3.0159,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),44,C21H28N7O14P2+,48,5,318.25999999999993,11,44,3,2,2,0,0.47619047619047616,245.95421163,0.48070773,-3.01
"[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] (3,4-dihydroxyoxolan-2-yl)methyl hydrogen phosphate",927,543.319,7,16,-2.6011,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),35,C15H23N5O13P2,38,4,271.28999999999996,9,35,2,2,2,0,0.6666666666666666,195.60114305,0.4807077,-1.63
"[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [5-(3-carbamoyl-4H-pyridin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl hydrogen phosphate",928,665.446,8,18,-2.6864,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),44,C21H29N7O14P2,48,5,317.62,11,44,2,2,3,0,0.5238095238095238,246.66700498,0.4807077,-2.88
"[[5-(6-aminopurin-9-yl)-3-hydroxy-4-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [5-(3-carbamoylpyridin-1-ium-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl hydrogen phosphate",929,744.417,9,18,-2.8989,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),48,C21H29N7O17P3+,52,5,364.78999999999996,13,48,3,2,2,0,0.47619047619047616,267.41160129,0.48070773,-2.86
"[[5-(6-aminopurin-9-yl)-3-hydroxy-4-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [5-(3-carbamoyl-4H-pyridin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl hydrogen phosphate",930,745.425,9,19,-2.5694,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),48,C21H30N7O17P3,52,5,364.15000000000003,13,48,2,2,3,0,0.5238095238095238,268.12439464,0.4807077,-2.73
naphthalene,931,128.174,0,0,2.8398,True,None,10,C10H8,11,2,0.0,0,10,2,0,0,0,0.0,60.11306765,0.06162971,-1.3
"5,7-dihydroxy-2-(4-hydroxyphenyl)-2,3-dihydrochromen-4-one",932,272.256,3,5,2.5099,True,None,20,C15H12O5,22,3,86.99000000000001,1,20,2,0,1,0,0.13333333333333333,114.2352611,0.50796661,-2.69
hydroxyazanium,933,34.038,2,1,-1.3825,True,None,2,H4NO+,1,0,47.870000000000005,0,2,0,0,0,0,0.0,12.46247186,0.22229363,-0.08
nickel(2+),934,58.693,0,0,-0.0025,True,None,1,Ni+2,0,0,0.0,0,1,0,0,0,0,0.0,17.41523038,2.0,0.49350649
nickel,935,58.693,0,0,-0.0025,True,None,1,Ni,0,0,0.0,0,1,0,0,0,0,0.0,17.41523038,0.0,0.49350649
pyridine-3-carboxamide,936,122.127,1,2,0.1805,True,None,9,C6H6N2O,9,1,55.980000000000004,1,9,1,0,0,0,0.0,52.51740601,0.36555064,-1.38
pyridine-3-carboxylate,937,122.103,0,3,-0.5549,True,None,9,C6H4NO2-,9,1,53.019999999999996,1,9,1,0,0,0,0.0,51.97174907,0.54475553,-1.38
pyridine-3-carboxylic acid,938,123.111,1,2,0.7798,True,None,9,C6H5NO2,9,1,50.19,1,9,1,0,0,0,0.0,51.97174907,0.47759863,-1.38
"[5-(3-carbamoylpyridin-1-ium-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",939,335.229,5,6,-2.1985,True,None,22,C11H16N2O8P+,23,2,163.42000000000002,5,22,1,1,1,0,0.45454545454545453,124.49989306,0.46917071,-1.39
"1-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyridin-1-ium-3-carboxamide",940,255.25,4,5,-2.3155,True,None,18,C11H15N2O5+,19,2,116.89,3,18,1,1,1,0,0.45454545454545453,103.0425034,0.39356355,-1.54
"1-[3,4-dihydroxy-5-(phosphonooxymethyl)oxolan-2-yl]pyridin-1-ium-3-carboxylic acid",941,336.213,5,6,-1.5992,True,None,22,C11H15NO9P+,23,2,157.63,5,22,1,1,1,0,0.45454545454545453,123.95423611,0.47747556,-1.39
