Compound Name,PubChem ID,Molecular Weight (g/mol),H-Donors,H-Acceptors,LogP,Drug Possibility,Lipinski Violations
2-(9-azabicyclo[3.3.1]nonan-9-yl)ethyl 2-hydroxy-2-(2-methylphenyl)-2-phenylacetate,23082,393.527,1,4,4.18112,True,None
2-(9-azabicyclo[3.3.1]nonan-9-yl)ethyl 2-(4-chlorophenyl)-2-hydroxy-2-phenylacetate,23083,413.945,1,4,4.5261,True,None
"[9-(2-phenylethyl)-9-azabicyclo[3.3.1]nonan-3-yl] 2-hydroxy-2,2-diphenylacetate",23084,455.598,1,4,5.0939,False,Octanol-water partition coefficient (LogP) > 5)
sodium 5-(cyclohexen-1-yl)-6-oxo-5-prop-2-enyl-2-sulfanylpyrimidin-4-olate,23085,286.332,1,3,-1.3619,True,None
3-[(4-chlorophenyl)-phenylmethoxy]-9-methyl-9-azabicyclo[3.3.1]nonane,23086,355.909,0,2,5.4613,False,Octanol-water partition coefficient (LogP) > 5)
butyl 2-cyanoprop-2-enoate,23087,153.181,0,3,1.40948,True,None
"1,2-dichloroethenylbenzene",23088,173.042,0,0,3.4626,True,None
1-(2-ethenoxyethylsulfanyl)butane,23089,160.282,0,2,2.6798,True,None
6-bromo-4-nitro-2-(trifluoromethyl)-1H-benzimidazole,23090,310.029,1,3,3.2524,True,None
4-bromo-6-nitro-2-(trifluoromethyl)-1H-benzimidazole,23091,310.029,1,3,3.2524,True,None
"4,6-dinitro-2-(trifluoromethyl)-1H-benzimidazole",23092,276.13,1,5,2.3981,True,None
6-chloro-5-nitro-2-(trifluoromethyl)-1H-benzimidazole,23093,265.578,1,3,3.1433,True,None
"5,6-dichloro-4-nitro-2-(trifluoromethyl)-1H-benzimidazole",23094,300.023,1,3,3.7967,True,None
"4,5-dichloro-6-nitro-2-(trifluoromethyl)-1H-benzimidazole",23095,300.023,1,3,3.7967,True,None
"4,6-dichloro-5-nitro-2-(trifluoromethyl)-1H-benzimidazole",23096,300.023,1,3,3.7967,True,None
"4,6-dibromo-2-(trifluoromethyl)-1H-benzimidazole",23097,343.928,1,1,4.1067,True,None
2-nitrosonaphthalene,23098,157.172,0,2,3.2377,True,None
N-amino-N'-methylcarbamimidothioic acid,23099,105.166,3,2,-0.6347,True,None
N-[4-(aziridine-1-carbonylamino)butyl]aziridine-1-carboxamide,23100,226.28,2,2,-0.183,True,None
2-[(2-hydroxynaphthalen-1-yl)diazenyl]benzenesulfinic acid,23101,312.35,2,4,4.5414,True,None
"3-ethyl-1-(4-fluorophenyl)-6-phenyl-4,5-dihydropyrazolo[3,4-c]pyridin-7-one",23102,335.382,0,3,3.7767,True,None
N-(4-prop-2-enoxyphenyl)acetamide,23103,191.23,1,2,2.2098,True,None
methyl 2-methylbut-2-enoate,23104,114.144,0,2,1.1256,True,None
bis(3-methylbutyl) hexanedioate,23105,286.412,0,4,3.7254,True,None
"2-[amino(hydroxy)methylidene]-4-(dimethylamino)-10,11,12a-trihydroxy-4a,5,5a,6-tetrahydro-4H-tetracene-1,3,12-trione",23106,414.414,5,9,-0.036,True,None
"7,10-dichloro-2-methoxybenzo[b][1,5]naphthyridine",23107,279.126,0,3,4.0984,True,None
"2,5-dichloro-4-nitroaniline",23108,207.016,1,3,2.4838,True,None
2-bromo-4-methylphenol,23109,187.036,1,1,2.46312,True,None
"1,2-bis(methylsulfanyl)ethane",23110,122.258,0,2,1.7124,True,None
"4,5-dihydropyrene",23111,204.272,0,0,4.0916,True,None
ethyl N-(2-cyanoacetyl)carbamate,23112,156.141,1,4,0.17278,True,None
2-(pyridine-3-carbonyloxy)benzoic acid,23113,243.218,1,4,1.999,True,None
1-tert-butyl-3-ethyl-5-methylbenzene,23114,176.303,0,0,3.85492,True,None
9-chloro-9H-fluorene,23115,200.668,0,0,3.9952,True,None
N-[(4-chlorophenyl)sulfanylmethyl]-4-nitroaniline,23116,294.763,1,4,4.4099,True,None
"1-cyclohexyl-2-(2,4-dinitrophenoxy)-3,5-dinitrobenzene",23117,432.345,0,9,5.1594,False,Octanol-water partition coefficient (LogP) > 5)
N-[4-(dihydroxyamino)phenyl]iminoformamide,23118,181.151,2,5,1.5115,True,None
7-nitro-9H-fluoren-2-ol,23119,227.219,1,3,2.8716,True,None
butyl 2-(2-butoxy-2-oxoethoxy)acetate,23120,246.303,0,5,1.6896,True,None
N'-carbamoyl-N'-methyloxamide,23121,145.118,2,3,-1.9912,True,None
N-[amino(sulfanyl)methylidene]-N'-phenylcarbamimidothioic acid,23122,211.315,3,1,1.8484,True,None
1-hexadecoxy-4-isothiocyanatobenzene,23123,375.622,0,3,8.281,False,Octanol-water partition coefficient (LogP) > 5)
"disodium;5-[[4-[4-[(2,6-diamino-3-methyl-5-sulfonatophenyl)diazenyl]-3-methylphenyl]-2-methylphenyl]diazenyl]-2-hydroxybenzoate",23124,618.583,3,12,-0.74474,False,Molecular Weight (g/mol) > 500); Hydrogen bond acceptors > 10)
"5-[[4-[4-[(2,6-diamino-3-methyl-5-sulfophenyl)diazenyl]-3-methylphenyl]-2-methylphenyl]diazenyl]-2-hydroxybenzoic acid",23125,574.619,5,10,6.92456,False,Molecular Weight (g/mol) > 500); Octanol-water partition coefficient (LogP) > 5)
7-bromo-9H-fluoren-2-amine,23126,260.134,1,1,3.6025,True,None
2-bromo-7-nitro-9H-fluorene,23127,290.116,0,2,3.9285,True,None
"1,2,4-trichloro-5-methylbenzene",23128,195.476,0,0,3.95522,True,None
(2-phenylphenyl)arsonic acid,23129,278.139,2,1,0.9146,True,None
"13-methyl-11,12,14,15,16,17-hexahydrocyclopenta[a]phenanthrene-3,17-diol",23130,268.356,2,2,3.7362,True,None
2-(2-benzylbenzimidazol-1-yl)propyl-dimethylazanium chloride,23131,329.875,1,2,-0.6634,True,None
"2-(2-benzylbenzimidazol-1-yl)-N,N-dimethylpropan-1-amine",23132,293.414,0,3,3.7497,True,None
"sodium;chromium;3-[(2,4-dioxo-1H-quinolin-3-yl)diazenyl]-4-hydroxy-5-nitrobenzenesulfonate;hydrate",23133,498.325,2,10,-2.3314,True,None
"3-[(2,4-dioxo-1H-quinolin-3-yl)diazenyl]-4-hydroxy-5-nitrobenzenesulfonic acid",23134,406.332,3,9,1.8344,True,None
2-(4-hydroxyphenyl)ethyl-trimethylazanium,23135,180.271,1,1,1.6409,True,None
(3-bromo-2-oxopropyl) benzoate,23136,257.083,0,3,1.8074,True,None
2-oxopropyl benzoate,23137,178.187,0,3,1.4324,True,None
2-chloro-4-phenyldiazenylphenol,23138,232.67,1,3,4.461,True,None
3-[4-[(2-chloro-4-nitrophenyl)diazenyl]-N-(2-hydroxyethyl)anilino]propanenitrile,23139,373.8,1,7,4.37598,True,None
"dihydrogen phosphate;1-[(4-ethoxy-3-methoxyphenyl)methyl]-6,7-dimethoxy-3-methylisoquinolin-2-ium",23140,465.439,2,6,2.41702,True,None
"S-[(7R,8R,9S,10R,13S,14S,17R)-10,13-dimethyl-3-oxospiro[2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthrene-17,2'-oxolane]-7-yl] ethanethioate",23141,402.6,0,4,5.3257,False,Octanol-water partition coefficient (LogP) > 5)
"17-ethynyl-2,18-dimethyl-6,7-diazapentacyclo[11.7.0.02,10.04,8.014,18]icosa-4(8),5,9-trien-17-ol",23142,336.479,2,2,3.9561,True,None
(2-methylphenyl)-phenyldiazene,23143,196.253,0,2,4.41042,True,None
"[2-[(17R)-11,17-dihydroxy-10,13-dimethyl-3-oxo-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-17-yl]-2-oxoethyl] butanoate",23144,432.557,2,6,3.1326,True,None
(3-carboxy-4-methyl-3-naphthalen-1-ylhexyl)-dimethylazanium chloride,23145,349.902,2,1,-0.2531,True,None
2-[2-(dimethylamino)ethyl]-3-methyl-2-naphthalen-1-ylpentanoic acid,23146,313.441,1,2,4.16,True,None
(3-carboxy-3-naphthalen-1-ylbutyl)-dimethylazanium chloride,23147,307.821,2,1,-1.2793,True,None
4-(dimethylamino)-2-methyl-2-naphthalen-1-ylbutanoic acid,23148,271.36,1,2,3.1338,True,None
"(6aS)-2,10-dimethoxy-6,6-dimethyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinolin-6-ium-1,11-diol chloride",23149,377.868,2,4,0.0157,True,None
"4,5,7-trimethyl-2,3-dihydro-1H-indene",23150,160.26,0,0,3.10056,True,None
"4,7-dimethyl-2,3-dihydro-1H-indene",23151,146.233,0,0,2.79214,True,None
(5-carboxy-6-methyl-5-naphthalen-1-ylheptyl)-dimethylazanium chloride,23152,363.929,2,1,0.137,True,None
6-(dimethylamino)-2-naphthalen-1-yl-2-propan-2-ylhexanoic acid,23153,327.468,1,2,4.5501,True,None
"2,4-dichloro-6-propan-2-yloxy-1,3,5-triazine",23154,208.048,0,4,1.9656,True,None
(2S)-2-[[2-amino-3-(1H-indol-3-yl)propanoyl]amino]-3-phenylpropanoic acid,23155,351.406,4,3,1.8498,True,None
"2-(3,4-dihydro-1H-isoquinolin-2-ylmethylidene)propanedinitrile",23156,209.252,0,3,1.97576,True,None
"N',N'-dimethyl-N-(4-nitroacridin-9-yl)propane-1,3-diamine",23157,324.384,1,5,3.6598,True,None
sodium (4-aminophenyl)-hydroxyarsinate,23158,239.038,2,3,-4.7982,True,None
7-(dimethylamino)-4-ethyl-4-naphthalen-1-ylheptan-3-one,23159,311.469,0,2,4.8085,True,None
2-naphthalen-1-yl-2-propan-2-yl-5-pyrrolidin-1-ylpentanenitrile,23160,320.48,0,2,5.13318,False,Octanol-water partition coefficient (LogP) > 5)
2-naphthalen-1-yl-2-propan-2-yl-5-pyrrolidin-1-ylpentanamide,23161,338.495,1,2,4.0949,True,None
methyl 5-(dimethylamino)-2-naphthalen-1-yl-2-propan-2-ylpentanoate,23162,327.468,0,3,4.2484,True,None
ethyl 5-(dimethylamino)-2-naphthalen-1-yl-2-propan-2-ylpentanoate,23163,341.495,0,3,4.6385,True,None
5-(diethylamino)-2-naphthalen-1-yl-2-propan-2-ylpentanenitrile,23164,322.496,0,2,5.37918,False,Octanol-water partition coefficient (LogP) > 5)
"ethyl 1-methyl-4-phenylazepane-4-carboxylate;2-hydroxypropane-1,2,3-tricarboxylic acid",23165,453.488,4,7,1.3547,True,None
heptyl 2-cyanoprop-2-enoate,23166,195.262,0,3,2.57978,True,None
octyl 2-cyanoprop-2-enoate,23167,209.289,0,3,2.96988,True,None
3-hydroxypropyl(trimethyl)azanium chloride,23168,153.653,1,1,-2.921,True,None
3-hydroxypropyl(trimethyl)azanium,23169,118.2,1,1,0.075,True,None
henicosan-11-ylcyclopentane,23170,364.702,0,0,9.8544,False,Octanol-water partition coefficient (LogP) > 5)
henicosylcyclopentane,23171,364.702,0,0,9.9985,False,Octanol-water partition coefficient (LogP) > 5)
"2-(1,3-dioxolan-2-yl)-1,3-dioxolane",23172,146.142,0,4,-0.2678,True,None
"1,6-dioxacycloheptadecan-7-one",23173,256.386,0,3,3.8509,True,None
cyclobutylidenecyclobutane,23174,108.184,0,0,2.6508,True,None
"2-(4-methoxyphenyl)-1,3-dithiolane",23175,212.339,0,3,3.1738,True,None
[N'-[N'-(4-chlorophenyl)carbamimidoyl]carbamimidoyl]-methyl-propan-2-ylazanium acetate,23176,327.816,3,3,-0.7198,True,None
2-[N'-(4-chlorophenyl)carbamimidoyl]-1-methyl-1-propan-2-ylguanidine,23177,267.764,2,1,1.9411,True,None
hept-5-en-2-one,23178,112.172,0,1,1.9317,True,None
"2-[(2,3,6-trichlorophenyl)methylidene]propanedinitrile",23179,257.507,0,2,4.07736,True,None
"2-methoxy-N,N-dimethyl-2-phenylethanamine",23180,179.263,0,2,1.9357,True,None
"[3-(diethylcarbamoyloxymethyl)oxetan-3-yl]methyl N,N-diethylcarbamate",23181,316.398,0,5,1.9598,True,None
"2,4,6-tris(4-methylphenyl)-1,3,5-triazine",23182,351.453,0,3,5.79786,False,Octanol-water partition coefficient (LogP) > 5)
(4-carboxy-5-methyl-4-naphthalen-1-ylhexyl)-dimethylazanium chloride,23183,349.902,2,1,-0.2531,True,None
5-(dimethylamino)-2-naphthalen-1-yl-2-propan-2-ylpentanoic acid,23184,313.441,1,2,4.16,True,None
2-naphthalen-1-yl-2-propan-2-yl-5-pyrrolidin-1-ium-1-ylpentanoic acid chloride,23185,375.94,2,1,0.2811,True,None
2-naphthalen-1-yl-2-propan-2-yl-5-pyrrolidin-1-ylpentanoic acid,23186,339.479,1,2,4.6942,True,None
"ethanol;5-ethyl-5-phenyl-1-(piperidin-1-ylmethyl)-1,3-diazinane-2,4,6-trione",23187,375.469,2,5,1.8548,True,None
"5-ethyl-5-phenyl-1-(piperidin-1-ylmethyl)-1,3-diazinane-2,4,6-trione",23188,329.4,1,4,1.8562,True,None
5-methyl-N'-propan-2-yl-3H-pyrazole-3-carbohydrazide,23189,182.227,2,4,0.7538,True,None
"(2R,3R,4S,5R)-2-(4-aminoimidazo[4,5-c]pyridin-1-yl)-5-(hydroxymethyl)oxolane-3,4-diol",23190,266.257,4,8,-1.375,True,None
"6-chloro-2-N,4-N-bis(4-methoxyphenyl)-1,3,5-triazine-2,4-diamine",23191,357.801,2,7,4.0294,True,None
"[(2R,3R,4S,5R)-3,4-diacetyloxy-5-(4-amino-2-oxopyrimidin-1-yl)oxolan-2-yl]methyl acetate",23192,369.33,1,11,-0.8506,False,Hydrogen bond acceptors > 10)
"[(2R,3R,4S,5R)-5-(4-acetamido-2-oxopyrimidin-1-yl)-3,4-diacetyloxyoxolan-2-yl]methyl acetate",23193,411.367,1,11,-0.4744,False,Hydrogen bond acceptors > 10)
undecylbenzene,23194,232.411,0,0,5.7599,False,Octanol-water partition coefficient (LogP) > 5)
"5,5-diethyl-2-methyloxolan-3-ol",23195,158.241,1,2,1.7149,True,None
"2,5-dimethyl-5-propyloxolan-3-ol",23196,158.241,1,2,1.7149,True,None
5-ethyl-2-methyl-5-propyloxolan-3-ol,23197,172.268,1,2,2.105,True,None
3-[4-[bis(2-chloroethyl)amino]phenyl]propanoic acid,23198,290.19,1,2,2.9878,True,None
4-hydroxy-3-methoxybenzoate,23199,167.14,1,4,-0.2357,True,None
"(4S,4aR,7S,7aR,12bS)-9-ethoxy-3-methyl-2,4,4a,7,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-7-ol;dihydrate;hydrochloride",23200,385.888,1,4,0.6636,True,None
(8-methyl-8-azabicyclo[3.2.1]octan-3-yl) 2-(4-chlorophenyl)prop-2-enoate;hydrochloride,23201,342.266,0,3,3.9434,True,None
(8-methyl-8-azabicyclo[3.2.1]octan-3-yl) 2-(4-chlorophenyl)prop-2-enoate,23202,305.805,0,3,3.5216,True,None
"nona-2,4-dienal",23203,138.21,0,1,2.4879,True,None
"2,6,6,9-tetramethylcycloundeca-1,4,8-triene",23204,204.357,0,0,5.0354,False,Octanol-water partition coefficient (LogP) > 5)
"(3aR,5R,5aR,8aR,9S,9aS)-9-hydroxy-5,8a-dimethyl-1-methylidene-3a,4,5,5a,9,9a-hexahydroazuleno[6,7-b]furan-2,8-dione",23205,262.305,1,4,1.2463,True,None
2-methoxy-N-(methylcarbamoyl)benzamide,23206,208.217,2,3,0.7644,True,None
2-[2-(dimethylamino)-2-oxoethoxy]-N-[2-(dimethylamino)-2-oxoethyl]benzamide,23207,307.35,1,4,-0.0284,True,None
"[2-(dimethylamino)-2-oxoethyl] 3,4,5-trimethoxybenzoate",23208,297.307,0,6,0.9574,True,None
2-[2-(dimethylamino)-2-oxoethoxy]benzamide,23209,222.244,1,3,0.2525,True,None
2-[2-(dimethylcarbamoyl)phenoxy]acetic acid,23210,223.228,1,3,0.8518,True,None
"N,N-dimethyl-3-(5-nitrofuran-2-yl)prop-2-enamide",23211,210.189,0,4,1.2892,True,None
N-ethyl-3-(5-nitrofuran-2-yl)prop-2-enamide,23212,210.189,1,4,1.3371,True,None
"2-[4-(1,3-benzodioxol-5-ylmethyl)piperazin-1-yl]-1-phenylethanone;dihydrochloride",23213,411.329,0,5,3.2594,True,None
"2-[4-(1,3-benzodioxol-5-ylmethyl)piperazin-1-yl]-1-phenylethanone",23214,338.407,0,5,2.4158,True,None
"1-(1,3-benzodioxol-5-yl)-2-[4-(1,3-benzodioxol-5-ylmethyl)piperazin-1-yl]ethanone;dihydrochloride",23215,455.338,0,7,2.9881,True,None
"1-(1,3-benzodioxol-5-yl)-2-[4-(1,3-benzodioxol-5-ylmethyl)piperazin-1-yl]ethanone",23216,382.416,0,7,2.1445,True,None
heptadec-1-ene,23217,238.459,0,0,6.6537,False,Octanol-water partition coefficient (LogP) > 5)
"magnesium;3,7-dimethyl-6-oxopurin-2-olate;octadec-10-enoate",23218,484.924,0,8,3.1336,True,None
1-carbamoyl-3-(2-phenylethyl)urea,23219,207.233,3,2,0.607,True,None
3-carbamoyl-1-methyl-1-(2-phenylethyl)urea,23220,221.26,2,2,0.9492,True,None
1-carbamoyl-3-(3-phenylpropyl)urea,23221,221.26,3,2,0.9971,True,None
1-carbamoyl-3-(4-phenylbutyl)urea,23222,235.287,3,2,1.3872,True,None
1-carbamoyl-3-[2-(4-methoxyphenyl)ethyl]urea,23223,237.259,3,3,0.6156,True,None
ethoxyphosphinic acid,23224,110.049,1,2,0.4049,True,None
phenyl 5-(dimethylamino)-2-naphthalen-1-yl-2-propan-2-ylpentanoate,23225,389.539,0,3,5.681,False,Octanol-water partition coefficient (LogP) > 5)
5-(diethylamino)-2-naphthalen-1-ylpentanenitrile,23226,280.415,0,2,4.56898,True,None
ethyl 5-(diethylamino)-2-naphthalen-1-yl-2-propan-2-ylpentanoate,23227,369.549,0,3,5.4187,False,Octanol-water partition coefficient (LogP) > 5)
ethyl N-[(dimethylamino)methyl]carbamate,23228,146.19,1,3,0.2516,True,None
1-(3-acetylphenyl)ethanone,23229,162.188,0,2,2.0918,True,None
N-[4-(4-formamidophenyl)sulfonylphenyl]formamide,23230,304.327,2,4,1.656,True,None
"3-[(3S,5S,10R,11R,13R,14S,17R)-3,5,11,14-tetrahydroxy-10-(hydroxymethyl)-13-methyl-2,3,4,6,7,8,9,11,12,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-17-yl]-2H-furan-5-one",23231,422.518,5,7,0.6624,True,None
"(3S,5S,8R,10R,13S,14S)-3,5,11,14-tetrahydroxy-10-methyl-17-(5-oxo-2H-furan-3-yl)-2,3,4,6,7,8,9,11,12,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthrene-13-carbaldehyde",23232,420.502,4,7,0.869,True,None
"N-(3,4,5,14-tetramethoxy-13-oxo-17-oxatetracyclo[12.2.1.01,11.02,7]heptadeca-3,5,7,11,15-pentaen-10-ylidene)acetamide",23233,413.426,0,7,2.1455,True,None
hex-3-enal,23234,98.145,0,1,1.5416,True,None
hexyl benzoate,23235,206.285,0,2,3.4237,True,None
"3-hydroxy-11-methoxy-6,8,19-trioxapentacyclo[10.7.0.02,9.03,7.013,17]nonadeca-1,4,9,11,13(17)-pentaene-16,18-dione",23236,328.276,1,7,1.3805,True,None
"3-[(1-oxido-4-oxoquinoxalin-4-ium-2-yl)methylideneamino]-1,3-oxazolidin-2-one",23237,274.236,0,6,0.6878,True,None
2-methoxybutane,23238,88.15,0,1,1.4313,True,None
"2-ethyl-1,3-benzoxazole",23239,147.177,0,2,2.3902,True,None
"2-hexyl-1,3-benzoxazole",23240,203.285,0,2,3.9506,True,None
"2-heptyl-1,3-benzoxazole",23241,217.312,0,2,4.3407,True,None
ethyl 2-cyano-2-[(4-methylphenyl)hydrazinylidene]acetate,23242,231.255,1,5,1.8496,True,None
1-(2-chloroethyl)-4-[1-(2-chloroethyl)piperidin-4-yl]piperidine,23243,293.282,0,2,2.888,True,None
"(2S,3S,4S,5R,6R)-6-[[(4S,6aR,6bS,8R,8aR,9R,10R,14bR)-9-acetyloxy-8-hydroxy-4,8a-bis(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-10-(2-methylbut-2-enoyloxy)-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-4-hydroxy-3,5-bis[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy]oxane-2-carboxylic acid",23244,2262.538,26,46,-2.6422,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10)
"(2S,3S,4S,5R)-6-[[(4S,6aR,6bS,8R,8aR,9R,10R,14bR)-9-acetyloxy-8-hydroxy-4,8a-bis(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-10-(2-methylbut-2-enoyloxy)-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-4-hydroxy-3,5-bis[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy]oxane-2-carboxylic acid",23245,1131.269,13,23,-1.3211,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10)
"1-(7-bicyclo[4.2.0]octa-1,3,5-trienyl)pentan-1-one",23246,188.27,0,1,3.0856,True,None
"7-bicyclo[4.2.0]octa-1,3,5-trienyl(phenyl)methanone",23247,208.26,0,1,3.2092,True,None
"1-(7-bicyclo[4.2.0]octa-1,3,5-trienyl)-2-phenylethanone",23248,222.287,0,1,3.1381,True,None
"1-methyl-1,2-dinitroguanidine",23249,163.093,1,4,-1.3837,True,None
hexadecylcyclohexane,23250,308.594,0,0,8.4381,False,Octanol-water partition coefficient (LogP) > 5)
"N-[1-(7-bicyclo[4.2.0]octa-1,3,5-trienyl)-2-phenylethylidene]hydroxylamine",23251,237.302,1,2,3.3992,True,None
"1-(7-bicyclo[4.2.0]octa-1,3,5-trienyl)-N-methoxyethanimine",23252,175.231,0,2,2.3486,True,None
"1-[1-(7-bicyclo[4.2.0]octa-1,3,5-trienyl)ethylideneamino]oxypropan-2-ol",23253,219.284,1,3,2.0996,True,None
"[1-(7-bicyclo[4.2.0]octa-1,3,5-trienyl)ethylideneamino] acetate",23254,203.241,0,3,2.2653,True,None
"1-(7-bicyclo[4.2.0]octa-1,3,5-trienyl)-N-prop-2-enoxyethanimine",23255,201.269,0,2,2.9048,True,None
3-chloro-5-methyl-4-nitro-1H-pyrazole,23256,161.548,1,3,1.27972,True,None
2-[3-[bis(2-hydroxyethyl)amino]propyl-octadecylamino]ethanol;dihydrofluoride,23257,498.784,3,5,5.5239,False,Octanol-water partition coefficient (LogP) > 5)
2-[3-[bis(2-hydroxyethyl)amino]propyl-octadecylamino]ethanol,23258,458.772,3,5,5.2189,False,Octanol-water partition coefficient (LogP) > 5)
"1,1,1,2,3,3,3-heptachloro-2-(trichloromethyl)propane",23259,402.574,0,0,6.0746,False,Octanol-water partition coefficient (LogP) > 5)
1-azabicyclo[2.2.2]octan-3-yl acetate;2-hydroxybenzoic acid,23260,307.346,2,5,1.7341,True,None
"2-[(3-chloro-5,6-dihydrobenzo[b][1]benzothiepin-5-yl)oxy]ethyl-dimethylazanium;4-hydroxy-4-oxobut-2-enoate",23261,449.956,2,5,1.6266,True,None
"2-[(3-chloro-5,6-dihydrobenzo[b][1]benzothiepin-5-yl)oxy]-N,N-dimethylethanamine",23262,333.884,0,3,4.6666,True,None
"3,6-diphenyl-1,2,4,5-tetrazine",23263,234.262,0,4,2.6006,True,None
(1-hydroxy-3-methyl-4-oxidoquinoxalin-4-ium-2-ylidene)methyliminourea,23264,261.241,2,5,1.8708,True,None
2-chloro-N-phenylbenzamide,23265,231.682,1,1,3.5923,True,None
disodium;dioxido(oxo)silane,23266,122.063,0,3,-8.8696,True,None
"2-[(1R,2R,3S,4R,5R,6S)-3-(diaminomethylideneamino)-4-[(2R,3R,4R,5S)-3-[(2S,3S,4S,5R,6S)-4,5-dihydroxy-6-(hydroxymethyl)-3-(methylamino)oxan-2-yl]oxy-4-formyl-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-2,5,6-trihydroxycyclohexyl]guanidine",23267,597.579,13,16,-9.1887,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10)
dodecan-6-ol,23268,186.339,1,1,3.898,True,None
3-phenyloxolan-2-one,23269,162.188,0,2,1.7171,True,None
"4-amino-5-(4-methylphenyl)sulfonyloxynaphthalene-2,7-disulfonic acid",23270,473.506,3,8,1.99152,True,None
"1,5-dichloro-4,8-dihydroxyanthracene-9,10-dione",23271,309.104,2,4,3.18,True,None
2-methyl-2-nitrosopropane,23272,87.122,0,2,1.5513,True,None
"3-[2-(dimethylamino)ethyl]-N,N-dimethyl-1H-indol-5-amine",23273,231.343,1,2,2.338,True,None
"N,N-dimethyl-1H-indol-5-amine",23274,160.22,1,1,2.2339,True,None
2-[5-(dimethylamino)-1H-indol-3-yl]acetonitrile,23275,199.257,1,2,2.29998,True,None
"3-[(dimethylamino)methyl]-N,N-dimethyl-1H-indol-5-amine",23276,217.316,1,2,2.2955,True,None
5-(dimethylamino)-1H-indole-3-carbaldehyde,23277,188.23,1,2,2.0464,True,None
[5-(dimethylamino)-1H-indol-3-yl]-phenylmethanone,23278,264.328,1,2,3.4649,True,None
"3-benzyl-N,N-dimethyl-1H-indol-5-amine",23279,250.345,1,1,3.8247,True,None
2-[2-[2-(dodecylamino)ethylamino]ethylamino]acetic acid,23280,329.529,4,4,2.7607,True,None
1H-indol-5-yl(trimethyl)azanium chloride,23281,210.708,1,0,-0.6314,True,None
1H-indol-5-yl(trimethyl)azanium,23282,175.255,1,0,2.3646,True,None
"5-imino-1,2,4-dithiazole-3-thiol",23283,150.253,2,5,0.97277,True,None
"[2,2,4-trimethyl-3-(2-methylpropanoyloxy)pentyl] 2-methylpropanoate",23284,286.412,0,4,3.4356,True,None
"3-chloro-N,N-dimethylaniline",23285,155.628,0,1,2.406,True,None
2-aminocyclohexan-1-ol,23286,115.176,2,2,0.2486,True,None
diphenyl-(2-pyridin-4-ylcyclopropyl)methanol,23287,301.389,1,2,4.1212,True,None
"N,N-dimethyl-3-(piperidin-1-ylmethyl)-1H-indol-5-amine",23288,257.381,1,2,3.2198,True,None
2-bromo-1-[5-(dimethylamino)-1H-indol-3-yl]ethanone,23289,281.153,1,2,2.8115,True,None
4-pentylbenzaldehyde,23290,176.259,0,1,3.2318,True,None
2-[(2-hydrazinyl-2-oxoethyl)disulfanyl]acetohydrazide,23291,210.284,4,6,-1.6524,True,None
"3-[(3S,5R,10R,13R,14S,17R)-3-[(2S,5R)-3,5-dihydroxy-4-methoxy-6-methyloxan-2-yl]oxy-14-hydroxy-10-(hydroxymethyl)-13-methyl-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl]-2H-furan-5-one",23292,550.689,4,9,2.0826,False,Molecular Weight (g/mol) > 500)
piperidin-3-ol,23293,101.149,2,2,-0.2693,True,None
2-butan-2-yloxybutane,23294,130.231,0,1,2.6,True,None
"4-ethoxy-N,6-diethyl-1,3,5-triazin-2-amine",23295,196.254,1,5,1.2645,True,None
"2,6,10-trimethylundecane",23296,198.394,0,0,5.2751,False,Octanol-water partition coefficient (LogP) > 5)
2-chloro-3-nitrosobutane,23297,243.134,0,4,3.5372,True,None
2-chloro-3-nitrosobutane,23298,121.567,0,2,1.7686,True,None
"6-chloro-2-(1,1,2,2,3,3,3-heptafluoropropyl)-1H-benzimidazole",23299,320.595,1,1,4.5057,True,None
